=== 1: Old Burmese <<->> ===
== Pattern 1: -:⁵⁵:-:- ==
| ID                                     | OBurm     | Acha-LC              | Maru                | Bola                |
| 3699 ("embrace / hug")                   | Ø          | Ø                   | <pɔ̱³¹>            | <pa̱³¹>la̱m³⁵               |
| 4047 ("fifty")                           | Ø          | Ø                   | <ŋɔ⁵⁵>tshɛ³¹      | pɯ³¹<ŋa⁵³>sɑn⁵⁵           |
| 4103 ("find / look for")                 | Ø          | Ø                   | <xɔ³¹>            | <xa⁵⁵>                    |
| 4452 ("foundation")                      | Ø          | Ø                   | ja̱m³¹<ɣɔ³¹>       | ja̱m⁵⁵<ɣa⁵⁵>               |
| 5708 ("hurt by stinging")                | Ø          | Ø                   | thuk⁵⁵<nɔ³¹>      | thauŋ³¹<na⁵⁵>             |
| 7855 ("patient")                         | Ø          | Ø                   | <nɔ³¹>pju³¹       | <na⁵⁵>pju⁵⁵               |
| 8616 ("put in order / arrange")          | Ø          | Ø                   | <tɔ̱³⁵>            | ta̱³⁵<ta̱³¹>                |
| 8762 ("raise (chickens)")                | Ø          | Ø                   | <tsɔ̱³⁵>           | <ta̱³⁵>                    |
| 9726 ("shadow")                          | Ø          | Ø                   | ɣap³¹<tsɔ³⁵>      | ɣap³¹<ta³¹>               |
| 10159 ("slow")                           | Ø          | Ø                   | <tsɔ⁵⁵>           | <ta³⁵>                    |
| 11394 ("thin")                           | Ø          | Ø                   | <pɔ̱³⁵>            | <pa̱³⁵>                    |
| 11627 ("goose")                          | Ø          | Ø                   | khjɔ̃⁵⁵<mɔ⁵⁵>      | phə̆⁵⁵<ma³¹>               |
| 12041 ("uncle (father's elder brother)") | Ø          | Ø                   | phɔ̆⁵⁵<mɔ⁵⁵>       | phə̆⁵⁵<ma³¹>               |
| 12103 ("under (the table)")              | Ø          | Ø                   | <ɔ³¹>             | <a³¹>thai³⁵               |
| 1075 ("boar")                            | Ø          | m̥ʑaŋ³¹<lɔ³¹>        | mjɔ̃³¹<lɔ³⁵>       | mjɔ̃³¹<la³¹>               |
| 1927 ("cock")                            | Ø          | kʐuaʔ⁵⁵<lɔ³¹>       | ɣɔʔ³¹<phɔ⁵⁵>      | jauʔ³¹<pha³⁵>             |
| 3858 ("granddaughter")                   | Ø          | mi³¹<tsɔ³¹>         | puk⁵⁵<tsɔ³¹>      | məi³¹<ta³¹>               |
| 3899 ("fan (winnowing)")                 | Ø          | lam³¹<pɔ³¹>         | <pɔ⁵⁵>laŋ⁵⁵       | <pa³⁵>laŋ³¹               |
| 3934 ("father-in-law")                   | Ø          | <phɔ³¹>tʂau³¹       | jauk³¹<phɔ⁵⁵>     | jauʔ³¹<pha³⁵>             |
| 3962 ("feed (pig) / pigwash")            | Ø          | oʔ⁵⁵<tɕɔ⁵⁵>         | vɔʔ³¹<tsɔ³¹>      | vaʔ³¹<ta⁵⁵>               |
| 4438 ("found / located")                 | Ø          | tuai⁵⁵<xɔ³¹>ʐua³⁵   | xuk⁵⁵<xɔ³¹>       | mjɔ̃³¹<xa⁵⁵>               |
| 4803 ("go out")                          | Ø          | thoʔ⁵⁵<lɔ³⁵>        | thuk⁵⁵<lɔ⁵⁵>      | thɔʔ⁵⁵<la³¹>              |
| 5229 ("have (eyes)")                     | Ø          | <pɔ⁵⁵>              | <pɔ³¹>            | <pa⁵⁵>                    |
| 5241 ("have, do not")                    | Ø          | mă⁵¹<pɔ⁵⁵>          | mə̆³¹<ɣɔ⁵⁵>        | a³¹<ɣa³⁵>                 |
| 7426 ("old lady")                        | Ø          | tɕhi³¹muaŋ³¹<tsɔ³¹> | mɔ̃³⁵<tsɔ³⁵>       | mɔ̃³¹<ta³¹>mi̱³⁵            |
| 7441 ("old man")                         | Ø          | phɔʔ³¹muaŋ³¹<tsɔ³¹> | mɔ̃³⁵<tsɔ³⁵>       | mɔ̃³¹<ta³¹>pha³⁵           |
| 7580 ("orphan")                          | Ø          | tʂhau³¹<tsɔ³¹>      | tʃhuk⁵⁵<tsɔ³¹>    | tʃhu³⁵<ta³¹>              |
| 7761 ("pants / trousers")                | Ø          | <l̥ɔ³¹>              | <lɔ̱³⁵>            | <la̱³⁵>                    |
| 8986 ("rest")                            | Ø          | <nɔ³¹>              | <nɔ³⁵>            | <na³¹>                    |
| 8988 ("go / leave")                      | Ø          | <lɔ⁵⁵>              | <lɔ⁵⁵>            | <la³⁵>                    |
| 10840 ("stutterer")                      | Ø          | <ɕɔ⁵⁵>tui³¹         | <ɔ³¹>tɔ̱i³⁵lɔ̱̃³⁵    | <a⁵⁵>tu̱i³¹                |
| 11752 ("tongue")                         | Ø          | <ɕɔ⁵⁵>              | <ʃɔ³¹>            | <ʃa⁵⁵>                    |
| 11823 ("plant (trees)")                  | Ø          | <sɔ³¹>              | <xɔ³⁵>            | <xa³⁵>                    |
| 13079 ("bull")                           | Ø          | n̥o³¹<lɔ³¹>          | nŭŋ³⁵<lɔ³⁵>       | nɔ̆³¹<la³¹>                |
| 44 ("I")                                 | <ṅa>       | <ŋɔ⁵⁵>              | <ŋɔ³¹>            | <ŋa⁵⁵>                    |
| 117 ("ill, to be")                       | <na>       | <nɔ⁵⁵>              | <nɔ³¹>            | <na⁵⁵>                    |
| 1058 ("blow (wind)")                     | <la>       | <lɔ⁵⁵>              | <lɔ³¹>            | <la⁵⁵>                    |
| 3250 ("bitter")                          | tam<khaḥ>  | <xɔ³¹>              | <khɔ³⁵>           | <kha³⁵>                   |
| 4035 ("fifteen")                         | <ṅaḥ>      | <ŋɔ³¹>              | <ŋɔ⁵⁵>            | <ŋa³¹>                    |
| 4526 ("frog")                            | <phaḥ>     | <phɔ³¹>             | <pɔ̱³⁵>            | <pa̱³⁵>                    |
| 9042 ("rice (cooked)")                   | <thaʔ>maṅḥ | <tɕɔ⁵⁵>             | <tsɔ³¹>           | <ta⁵⁵>                    |
| 9370 ("salt")                            | <chaḥ>     | <tɕhɔ³¹>            | <tshɔ³⁵>          | <tha³⁵>                   |
| 1907 ("chew")                            | aʔ<waḥ>    | Ø                   | <vɔ³⁵>            | <va³¹>                    |
| 3606 ("eat")                             | <caḥ>      | Ø                   | <tsɔ³⁵>           | <ta³¹>                    |
| 3933 ("father")                          | aʔ<phaʔ>   | Ø                   | a⁵⁵<phɔ⁵⁵>        | a³¹<va⁵⁵>                 |
| 8227 ("plant / raise (wheat)")           | Ø          | <sɔ³¹>              | <xɔ³⁵>            | Ø                         |
| 8432 ("lamb")                            | Ø          | <tsɔ³¹>lo³¹         | <tsɔ³⁵>           | Ø                         |
| 9371 ("salty")                           | Ø          | <xɔ³¹>              | <khɔ³⁵>           | Ø                         |
| 5234 ("have (money)")                    | Ø          | <pɔ⁵⁵>              | Ø                 | Ø                         |
| 5972 ("kite (black-eared) / hawk")       | Ø          | ni³¹<mɔ³¹>          | Ø                 | Ø                         |
| 10094 ("jump")                           | Ø          | taŋ³¹<kɔ³⁵>         | Ø                 | Ø                         |
| 11686 ("patch (clothing)")               | <pha>      | <phɔ⁵⁵>             | Ø                 | <pha⁵⁵>                   |
| 6415 ("deaf, be")                        | <na>       | Ø                   | Ø                 | Ø                         |
| 12944 ("wound")                          | <aʔ>na     | Ø                   | Ø                 | Ø                         |
| 7011 ("month's (work)")                  | Ø          | pau⁵¹<l̥ɔ³⁵>         | Ø                 | lɛ̱̃³⁵<ma³¹>                |
| 30 ("February")                          | Ø          | Ø                   | <lɔ̱⁵⁵>tă³¹khjɛʔ⁵⁵ | Ø                         |
| 1641 ("careful, be / cautious")          | Ø          | Ø                   | Ø                 | xa³⁵<ta³¹>xa³⁵ʃauʔ⁵⁵pju⁵⁵ |

== Pattern 2: a:a:ə̆:ə̆ ==
| ID                           | OBurm    | Acha-LC            | Maru               | Bola                 |
|------------------------------|----------|--------------------|--------------------|----------------------|
|                              | a        | a                  | ə̆                  | ə̆                    |
| 339 ("ant")                  | Ø        | Ø                  | <phə̆³¹>ɣuk³¹       | <phə̆³¹>ɣɔʔ³¹         |
| 538 ("axe")                  | Ø        | Ø                  | <və̆⁵⁵>tsauŋ³¹      | <və̆³¹>tsauŋ³¹        |
| 2623 ("crops")               | Ø        | Ø                  | <xə̆⁵⁵>vɔ³¹         | <xə̆³¹>vɔ⁵¹           |
| 2822 ("dance")               | Ø        | Ø                  | <mə̆²¹>khɔn⁵⁵kɔ⁵⁵   | <mə̆³¹>tsə̱ŋ³⁵khɔ⁵⁵    |
| 4220 ("flea")                | Ø        | Ø                  | <khə̆³¹>la̱³⁵        | a³¹<khə̆³¹>mjɔn³⁵     |
| 5002 ("gruel / porridge")    | Ø        | Ø                  | <kə̆³¹>pu⁵⁵         | <kə̆³¹>ʒu³¹           |
| 6969 ("song")                | Ø        | Ø                  | <mə̆³¹>khɔn⁵⁵       | <mə̆³¹>khɔn⁵⁵         |
| 9234 ("rod / stick")         | Ø        | Ø                  | <və̆⁵⁵>sɛ³⁵         | <və̆⁵⁵>sɛ³¹           |
| 9411 ("scale")               | Ø        | Ø                  | <ŋə̆³¹>kjɛ̱ʔ⁵⁵       | <ŋə̆³¹>kjɛ̱ʔ⁵⁵         |
| 9709 ("several / few, a")    | Ø        | Ø                  | <khə̆³¹>mjɔ̱⁵⁵jauk⁵⁵ | <khə̆³¹>mɛ³¹a³¹jauʔ³¹ |
| 12589 ("well")               | Ø        | Ø                  | <pə̆³¹>lɔ̃³⁵         | <pə̆³¹>lɔ̃³¹           |
| 1629 ("outside")             | <aʔ>rip  | <a³¹>ʐit⁵⁵         | <və̆³¹>kauŋ³⁵       | <və̆³¹>kauŋ³¹         |
| 4174 ("fish")                | <ṅaḥ>    | <net³⁵>            | <ŋə̆³¹>tsɔ³¹        | <ŋə̆³¹>ta³¹           |
| 1875 ("cheek")               | <paḥ>    | <pha³¹>kap³⁵       | Ø                  | Ø                    |
| 6594 ("lung")                | <aʔ>chut | <a³¹>tɕhot⁵³       | Ø                  | Ø                    |
| 6263 ("letter")              | Ø        | <a³¹>pʐo⁵⁵         | <ʃə̆³¹>kja̱m³⁵       | <ʃə̆³¹>kja̱m³⁵         |
| 3187 ("do / be in business") | Ø        | Ø                  | Ø                  | <phə̆⁵⁵>ka³¹pju⁵⁵     |
| 10764 ("story")              | Ø        | Ø                  | Ø                  | <thai³¹>             |
| 12651 ("when")               | Ø        | <xa⁵⁵>lɔ⁵¹         | <khə̆³¹>nɛ̱⁵⁵        | Ø                    |
| 3580 ("east")                | Ø        | ni³¹mɔ³¹ɔŋ⁵⁵<pa³¹> | Ø                  | Ø                    |

== Pattern 3: a:a:a:a ==
| ID                                              | OBurm      | Acha-LC             | Maru            | Bola             |
|-------------------------------------------------|------------|---------------------|-----------------|------------------|
|                                                 | a          | a                   | a               | a                |
| 500 ("aunt (wife of father's elder brother)")   | Ø          | Ø                   | <a⁵⁵>pai³⁵      | <a⁵⁵>ma³¹        |
| 503 ("aunt (wife of father's younger brother)") | Ø          | Ø                   | <a³¹>mji̱⁵⁵      | <a⁵⁵>thɔ̃³¹       |
| 2614 ("crazy, become")                          | Ø          | Ø                   | <na³⁵>          | <na³¹>           |
| 3659 ("elder brother")                          | Ø          | Ø                   | <a⁵⁵>mɔ̃³⁵       | <a³¹>mɔ³¹        |
| 6120 ("last year")                              | Ø          | Ø                   | <a³¹>na̱k⁵⁵      | <a³¹>na̱k⁵⁵       |
| 8837 ("present, the (time)")                    | Ø          | Ø                   | <a³¹>na⁵⁵mji³¹  | <a³¹>khə̆³¹mjɔn³⁵ |
| 10259 ("sock / stocking")                       | Ø          | Ø                   | <va³¹>tsɛ³¹     | <va³¹>tsɛ⁵¹      |
| 10870 ("sugar")                                 | Ø          | Ø                   | <ʃa³⁵>thaŋ³¹    | <ʃa³⁵>thaŋ³¹     |
| 11490 ("this year")                             | Ø          | Ø                   | <a³¹>na⁵⁵tsəŋ³¹ | <a³¹>khə̆³¹tɛ̃⁵⁵   |
| 12045 ("uncle (father's sister's husband)nd")   | Ø          | Ø                   | <a³¹>vɔ̃³¹       | <a³¹>vɔ̃⁵⁵        |
| 12068 ("grandfather")                           | Ø          | Ø                   | <a³¹>phɔ⁵⁵      | <a⁵⁵>phi³¹       |
| 55 ("one hundred and one")                      | Ø          | tă³¹pak³⁵mɔ³⁵<ta³¹> | tă³¹jɔ³¹<ta³¹>  | tă³¹ja⁵⁵<ta³¹>   |
| 1102 ("body")                                   | Ø          | <a³¹>tuŋ⁵⁵          | <a³¹>jɛ̃³¹       | <a³¹>jɛ̃⁵⁵        |
| 3364 ("drench")                                 | Ø          | <ta³¹>              | <ta³¹>          | <ta³¹>           |
| 4838 ("goods / merchandise")                    | Ø          | <a³¹>ȵi⁵⁵           | <a³¹>na̱uŋ³⁵     | <a⁵⁵>na̱uŋ³⁵      |
| 13177 ("matter / affair")                       | Ø          | <a⁵⁵>mu⁵⁵           | <a³¹>mu⁵⁵       | <a³¹>sak³¹ŋai⁵⁵  |
| 1071 ("age")                                    | <aʔ>lay    | <a³¹>kuŋ⁵⁵          | <a³¹>khjiŋ³⁵    | <a³¹>jauŋ³⁵      |
| 4597 ("dregs / sediment")                       | <aʔ>ro₁k   | <a³¹>lum³¹          | <a³¹>mji³¹      | <a³¹>mɛ̃⁵⁵        |
| 5500 ("edge / rim / margin")                    | <aʔ>mluiwḥ | <a³¹>ȵau³¹          | <a³¹>khuk³¹     | <a³¹>mjuŋ³¹      |
| 7 ("Buddha")                                    | Ø          | phă⁵⁵<ʐa⁵⁵>         | Ø               | phə̆⁵⁵<ʒa⁵⁵>      |
| 13010 ("yawn")                                  | Ø          | <a⁵⁵>xam³¹xam³¹     | Ø               | <a³¹>xam⁵¹xam³¹  |
| 10017 ("father")                                | <aʔ>miʔ    | Ø                   | <a⁵⁵>pai³⁵      | <a³¹>pai³¹       |
| 4160 ("first")                                  | Ø          | <ta³¹>              | <ta³¹>          | Ø                |

== Pattern 4: a:o:ɔ:a ==
| ID                              | OBurm   | Acha-LC          | Maru           | Bola            |
|---------------------------------|---------|------------------|----------------|-----------------|
|                                 | a       | o                | ɔ              | a               |
| 1868 ("cheap")                  | Ø       | <po⁵⁵>           | <pɔ̱³¹>         | <pa̱³⁵>          |
| 4626 ("gather (firewood)")      | Ø       | thuaŋ³¹<ȵo³⁵>    | thõ³⁵<xɔ³¹>    | thɔ̃³⁵<xa⁵⁵>     |
| 6180 ("village")                | Ø       | <o⁵⁵>            | <vɔ³¹>         | <va⁵⁵>          |
| 6479 ("lock")                   | Ø       | <so⁵⁵>           | kham³⁵<sɔ³¹>   | kham³⁵<sa³⁵>    |
| 6490 ("lock (the door)")        | Ø       | <so⁵⁵>           | <sɔ³⁵>         | <sa³⁵>          |
| 8003 ("persimmon")              | Ø       | maʔ³¹<xo³⁵>liŋ⁵⁵ | pa³¹<kɔ³¹>ʃi³⁵ | pui⁵⁵<ka⁵⁵>ʃɿ³⁵ |
| 627 ("bamboo")                  | <waḥ>   | <o³¹>            | <vɔ³⁵>         | <va³¹>          |
| 7216 ("nephew (brother's son)") | Ø       | tsɔ³¹<lo³¹>      | Ø              | a³¹<ta³¹>       |
| 133 ("adult")                   | Ø       | <tʂo⁵⁵>vən⁵⁵     | Ø              | Ø               |

== Pattern 5: a:j:j:j ==
| ID                              | OBurm   | Acha-LC     | Maru        | Bola              |
|---------------------------------|---------|-------------|-------------|-------------------|
|                                 | a       | j           | j           | j                 |
| 883 ("potato")                  | Ø       | jaŋ³¹<ji³⁵> | jaŋ³¹<ji³⁵> | jaŋ³¹<ji³⁵>       |
| 8391 ("pot / jar / tin")        | Ø       | <jam³¹>     | <jɛ̃³⁵>      | <jɛ̃³¹>            |
| 9807 ("shed (tears)")           | Ø       | <jat³⁵>     | <juʔ³¹>     | <ju⁵⁵>            |
| 10852 ("subside (of swelling)") | Ø       | <jɔm⁵⁵>     | <jum³¹>     | <jø̃⁵⁵>            |
| 290 ("itch / tickle")           | <yaḥ>   | <jɔ³¹>      | na̱k⁵⁵<jo³¹> | na̱k⁵⁵tʃam³¹<ja³¹> |
| 4700 ("get / acquire")          | <raʔ>   | Ø           | <ju³¹>      | <ju⁵⁵>            |

== Pattern 6: a:ua:ɔ:a ==
| ID                      | OBurm   | Acha-LC     | Maru    | Bola    |
|-------------------------|---------|-------------|---------|---------|
|                         | a       | ua          | ɔ       | a       |
| 4231 ("flesh / muscle") | <saḥ>   | <ʂua³¹>     | <ʃɔ³⁵>  | <ʃa³⁵>  |
| 6819 ("meat")           | <saḥ>   | <ʂua³¹>     | <ʃɔ³⁵>  | <ʃa³⁵>  |
| 4175 ("fish")           | Ø       | ŋa³¹<ʂua³¹> | <tɔ̱i³⁵> | <tu̱i³⁵> |
