# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	ALIGNMENT	CROSSIDS	TMP_STRUCTURE	TMP_TOKENS
11021	Achang_Longchuan	the cooked rice	196	tɕɔ⁵⁵	tɕ ɔ ⁵⁵	376	i r t	tɕ ɔ ⁵⁵
11024	Maru	the cooked rice	196	tsɔ³¹	ts ɔ ³¹	376	i r t	ts ɔ ³¹
#
10059	Achang_Longchuan	the corpse	197	ʂɿ⁵⁵mʐuaŋ⁵⁵	ʂ ɿ ⁵⁵ + m u a ŋ ⁵⁵	377 378	i r t + i m r t	ʂ ɿ ⁵⁵ + mu u uaŋ ⁵⁵
10062	Maru	the corpse	197	mɔ̃³¹	m ɔ̃ ∼ ³¹	379	i r t	m ɔ̃∼ ³¹
#
10601	Achang_Longchuan	the cow	198	n̥o³¹tseŋ³⁵	n̥ o - ³¹ + ts e ŋ ³⁵	380 381	i r t + i r t	n̥ o ³¹ + ts eŋ ³⁵
10604	Maru	the cow	198	nŭŋ³⁵tsaŋ³¹	n ŭ ŋ ³⁵ + ts a ŋ ³¹	380 381	i r t + i r t	n ŭŋ ³⁵ + ts aŋ ³¹
#
10004	Achang_Longchuan	the crow	199	kă³¹lam³¹	k ă ³¹ + l a m ³¹	382 383	i r t + i r t	k ă ³¹ + l am ³¹
10013	Maru	the crow	199	kəʔ³¹nɔʔ³¹	k ə ʔ ³¹ + n ɔ ʔ ³¹	384 385	i r t + i r t	k əʔ ³¹ + n ɔʔ ³¹
#
10425	Maru	the dance	200	mə̆³¹khɔn⁵⁵kɔ⁵⁵	m ə̆ ³¹ + kh ɔ n ⁵⁵ + k ɔ ⁵⁵	386 387 388	i r t + i r t + i r t	m ə̆ ³¹ + kh ɔn ⁵⁵ + k ɔ ⁵⁵
#
6256	Achang_Longchuan	the daughter	201	ʦaŋ³¹ʑi³¹	/ʔ a ŋ ³¹ + ʑ i ³¹	389 390	i r t + i r t	ʔ aŋ ³¹ + ʑ i ³¹
6257	Maru	the daughter	201	ʦo	/ʔ o - -	389	i r	ʔ o
6320	Maru	the daughter	201	mji³⁵ɣɛ³⁵ʦɔ³⁵	m j i ³⁵ + ɣ ɛ ³⁵ + /ʔ ɔ - ³⁵	391 390 389	i m r t + i r t + i r t	mj j ji ³⁵ + ɣ ɛ ³⁵ + ʔ ɔ ³⁵
#
10800	Achang_Longchuan	the day	202	niʔ³¹	n i ʔ ³¹	393	i r t	n iʔ ³¹
10803	Maru	the day	202	na⁵⁵	n a - ⁵⁵	393	i r t	n a ⁵⁵
#
9982	Maru	the deer	203	tshɛʔ⁵⁵	tsh ɛ ʔ ⁵⁵	396	i r t	tsh ɛʔ ⁵⁵
10105	Achang_Longchuan	the deer	203	tɕhet⁵⁵kʐə³¹	tɕʰ e t ⁵⁵ + k ʐ ə ³¹	394 395	i r t + i m r t	tɕʰ et ⁵⁵ + kʐ ʐ ʐə ³¹
#
6212	Maru	the dew	204	ŋa̱ŋ³¹	ˀŋ a ŋ ³¹	398	i r t	ˀŋ aŋ ³¹
6268	Achang_Longchuan	the dew	204	ʦhe³¹	/ʔ e ³¹	397	i r t	ʔ e ³¹
#
955	Achang_Longchuan	the dog	205	xui³¹	x u i ³¹	399	i m r t	xu u ui ³¹
962	Maru	the dog	205	lə̆³¹kha³⁵	l ə̆ ³¹ + kh a ³⁵	400 401	i r t + i r t	l ə̆ ³¹ + kh a ³⁵
#
10874	Achang_Longchuan	the door	206	pɑ̆³¹tu³⁵	p ɑ̆ ³¹ + t u ³⁵	402 403	i r t + i r t	p ɑ̆ ³¹ + t u ³⁵
10877	Maru	the door	206	kham³⁵	kh a m ³⁵	404	i r t	kh am ³⁵
#
980	Achang_Longchuan	the dream	207	it⁵⁵mɔʔ⁵⁵	/ʔ - i t ⁵⁵ + m ɔ ʔ ⁵⁵	405 406	i r t + i r t	ʔ it ⁵⁵ + m ɔʔ ⁵⁵
984	Maru	the dream	207	ja̱p³¹mɔʔ³¹	ˀ/ʔ j a p ³¹ + m ɔ ʔ ³¹	405 406	i m r t + i r t	ʔj j jap ³¹ + m ɔʔ ³¹
#
9536	Maru	the drum	208	tsaŋ³¹pauŋ³⁵	ts a ŋ ³¹ + p au ŋ ³⁵	407 408	i r t + i r t	ts aŋ ³¹ + p auŋ ³⁵
11393	Achang_Longchuan	the drum	208	tɕeŋ⁵⁵	tɕ e ŋ ⁵⁵	407	i r t	tɕ eŋ ⁵⁵
#
9629	Achang_Longchuan	the duck	209	pi³¹	p i ³¹	410	i r t	p i ³¹
9632	Maru	the duck	209	pjɛ̱t⁵⁵	ˀp j ɛ t ⁵⁵	411	i m r t	ˀpj j jɛt ⁵⁵
#
1089	Achang_Longchuan	the dust	210	ȵ̥on⁵⁵mɔk³⁵	ȵ̥ o n ⁵⁵ + m ɔ k ³⁵	412 413	i r t + i r t	ȵ̥ on ⁵⁵ + m ɔk ³⁵
1094	Maru	the dust	210	phɔ̆i³⁵lu̱k³¹	ph ɔ̆i ³⁵ + ˀl u k ³¹	414 415	i r t + i r t	ph ɔ̆i ³⁵ + ˀl uk ³¹
#
1097	Achang_Longchuan	the ear	211	ni³¹tʂhua³¹	n i ³¹ + tʂʰ u a ³¹	416 417	i r t + i m r t	n i ³¹ + tʂʰu u ua ³¹
1111	Maru	the ear	211	nə̆³¹khjɛʔ⁵⁵	n ə̆ ³¹ + kh j ɛ ʔ ⁵⁵	416 418	i r t + i m r t	n ə̆ ³¹ + khj j jɛʔ ⁵⁵
#
3919	Achang_Longchuan	the earth (soil)	212	mi⁵⁵	m - i - ⁵⁵	420	i r t	m i ⁵⁵
3923	Maru	the earth (soil)	212	mjik³¹tsa̱i³⁵	m j i k ³¹ + ˀts ai ³⁵	420 421	i m r t + i r t	mj j jik ³¹ + ˀts ai ³⁵
#
6406	Maru	the earthworm	213	vɔʔ³¹tɔi³¹	v ɔ ʔ ³¹ + t ɔi ³¹	424 425	i r t + i r t	v ɔʔ ³¹ + t ɔi ³¹
6638	Achang_Longchuan	the earthworm	213	ta⁵⁵	t a ⁵⁵	423	i r t	t a ⁵⁵
#
9675	Maru	the east	214	pa³¹thuk⁵⁵ʃat⁵⁵	p - a ³¹ + th u k ⁵⁵ + ʃ a t ⁵⁵	426 427 429	i r t + i r t + i r t	p a ³¹ + th uk ⁵⁵ + ʃ at ⁵⁵
10373	Achang_Longchuan	the east	214	pui⁵⁵thoʔ⁵⁵pa³¹	p u i ⁵⁵ + tʰ o ʔ ⁵⁵ + p a ³¹	426 427 428	i m r t + i r t + i r t	pu u ui ⁵⁵ + tʰ oʔ ⁵⁵ + p a ³¹
#
1144	Maru	the egg	215	a̱u⁵⁵	ˀ/ʔ au ⁵⁵	432	i r t	ʔ au ⁵⁵
#
10229	Achang_Longchuan	the elbow	216	loʔ⁵⁵suak³⁵	l o ʔ ⁵⁵ + s u a k ³⁵	433 434	i r t + i m r t	l oʔ ⁵⁵ + su u uak ³⁵
10234	Maru	the elbow	216	lɔʔ³¹mat⁵⁵thauŋ³⁵thɔ̃³¹	l ɔ ʔ ³¹ + m a t ⁵⁵ + th au ŋ ³⁵ + th ɔ̃ ∼ ³¹	433 435 436 437	i r t + i r t + i r t + i r t	l ɔʔ ³¹ + m at ⁵⁵ + th auŋ ³⁵ + th ɔ̃∼ ³¹
#
9795	Achang_Longchuan	the excrement	217	tɕhi³¹	tɕʰ i ³¹	439	i r t	tɕʰ i ³¹
9798	Maru	the excrement	217	khjik⁵⁵	kh j i k ⁵⁵	440	i m r t	khj j jik ⁵⁵
#
1184	Maru	the eye	218	mjɔʔ³¹tʃik⁵⁵	m j ɔ ʔ ³¹ + tʃ i k ⁵⁵	441 442	i m r t + i r t	mj j jɔʔ ³¹ + tʃ ik ⁵⁵
#
9966	Achang_Longchuan	the eyebrow	219	ȵɔʔ⁵⁵mui³¹	ȵ - ɔ ʔ ⁵⁵ + m u i - ³¹	327 444	i r t + i m r t	ȵ ɔʔ ⁵⁵ + mu u ui ³¹
11570	Maru	the eyebrow	219	mjɔʔ³¹ma̱uŋ⁵⁵	m j ɔ ʔ ³¹ + ˀm - au ŋ ⁵⁵	327 444	i m r t + i r t	mj j jɔʔ ³¹ + ˀm auŋ ⁵⁵
#
10052	Maru	the face	220	mjɔʔ³¹khuŋ³⁵	m j ɔ ʔ ³¹ + kh u ŋ ³⁵	327 447	i m r t + i r t	mj j jɔʔ ³¹ + kh uŋ ³⁵
10607	Achang_Longchuan	the face	220	ȵɔʔ⁵⁵mui³¹	ȵ - ɔ ʔ ⁵⁵ + m u i ³¹	327 446	i r t + i m r t	ȵ ɔʔ ⁵⁵ + mu u ui ³¹
#
1273	Achang_Longchuan	the father	221	teʔ⁵⁵	t e ʔ ⁵⁵	449	i r t	t eʔ ⁵⁵
1281	Maru	the father	221	a⁵⁵phɔ⁵⁵	/ʔ a ⁵⁵ + ph ɔ ⁵⁵	450 451	i r t + i r t	ʔ a ⁵⁵ + ph ɔ ⁵⁵
#
1298	Achang_Longchuan	the feather	222	a³¹mui³¹	/ʔ a ³¹ + m u i - ³¹	452 333	i r t + i m r t	ʔ a ³¹ + mu u ui ³¹
1305	Maru	the feather	222	ʃɔ̆³⁵muk⁵⁵	ʃ ɔ̆ ³⁵ + m - u k ⁵⁵	454 333	i r t + i r t	ʃ ɔ̆ ³⁵ + m uk ⁵⁵
#
10697	Achang_Longchuan	the finger	223	lɔʔ⁵⁵ȵ̥au³¹	l ɔ ʔ ⁵⁵ + ȵ̥ - au - ³¹	285 456	i r t + i r t	l ɔʔ ⁵⁵ + ȵ̥ au ³¹
10933	Maru	the finger	223	lɔʔ³¹ŋju̱k⁵⁵	l ɔ ʔ ³¹ + ˀŋ j u k ⁵⁵	285 456	i r t + i m r t	l ɔʔ ³¹ + ˀŋj j juk ⁵⁵
#
1394	Achang_Longchuan	the fire	224	poi³¹	p oi ³¹	457	i r t	p oi ³¹
1401	Maru	the fire	224	mji³⁵	m j i ³⁵	458	i m r t	mj j ji ³⁵
#
1407	Achang_Longchuan	the fish	225	ŋa³¹ʂua³¹	ŋ a ³¹ + ʂ u a ³¹	459 460	i r t + i m r t	ŋ a ³¹ + ʂu u ua ³¹
1415	Maru	the fish	225	ŋə̆³¹tsɔ³¹	ŋ ə̆ ³¹ + ts - ɔ ³¹	459 460	i r t + i r t	ŋ ə̆ ³¹ + ts ɔ ³¹
#
6340	Achang_Longchuan	the flea	226	l̥i³¹	l̥ i ³¹	461	i r t	l̥ i ³¹
6399	Maru	the flea	226	kʰə̆³¹la̱³⁵	k ə̆ ³¹ + ˀl a ³⁵	462 461	i r t + i r t	k ə̆ ³¹ + ˀl a ³⁵
#
9592	Achang_Longchuan	the flesh	227	ʂua³¹	ʂ u a ³¹	463	i m r t	ʂu u ua ³¹
9598	Maru	the flesh	227	ʃɔ³⁵	ʃ - ɔ ³⁵	463	i r t	ʃ ɔ ³⁵
#
1456	Achang_Longchuan	the flower	228	kăn⁵⁵tam³¹	k ă n ⁵⁵ + t a m ³¹	464 465	i r t + i r t	k ăn ⁵⁵ + t am ³¹
1463	Maru	the flower	228	pəŋ³⁵	p ə ŋ ³⁵	466	i r t	p əŋ ³⁵
#
10968	Achang_Longchuan	the fly	229	phɔp⁵⁵	pʰ ɔ p ⁵⁵	467	i r t	pʰ ɔp ⁵⁵
10971	Maru	the fly	229	jɔ̃³¹khauŋ³⁵	/ʔ j ɔ̃ ∼ ³¹ + kh au ŋ ³⁵	468 469	i m r t + i r t	ʔj j jɔ̃∼ ³¹ + kh auŋ ³⁵
#
1483	Achang_Longchuan	the fog	230	mau³¹tum⁵⁵	m au ³¹ + t u m ⁵⁵	470 471	i r t + i r t	m au ³¹ + t um ⁵⁵
1490	Maru	the fog	230	tʃam³¹thɔi³⁵	tʃ a m ³¹ + th ɔi - ³⁵	472 471	i r t + i r t	tʃ am ³¹ + th ɔi ³⁵
#
6254	Maru	the foot	231	kʰjik³¹	k j i k ³¹	473	i m r t	kj j jik ³¹
6420	Achang_Longchuan	the foot	231	ʨʰi⁵⁵	/ʔ i - ⁵⁵	472	i r t	ʔ i ⁵⁵
#
9936	Achang_Longchuan	the forehead	232	ŋă³¹tha³⁵	ŋ ă ³¹ + tʰ a ³⁵	474 475	i r t + i r t	ŋ ă ³¹ + tʰ a ³⁵
9939	Maru	the forehead	232	ŋa³⁵lɔ̃³¹	ŋ a ³⁵ + l ɔ̃ ∼ ³¹	474 476	i r t + i r t	ŋ a ³⁵ + l ɔ̃∼ ³¹
#
1515	Maru	the forest	233	sa̱k⁵⁵jɔ³¹	ˀs a k ⁵⁵ + /ʔ j ɔ ³¹	478 479	i r t + i m r t	ˀs ak ⁵⁵ + ʔj j jɔ ³¹
#
11074	Achang_Longchuan	the friend	235	tʂo⁵⁵saʔ³¹	tʂ o ⁵⁵ + s a ʔ ³¹	480 481	i r t + i r t	tʂ o ⁵⁵ + s aʔ ³¹
11077	Maru	the friend	235	pjiŋ³¹tʃhɔ̃³⁵	p j i ŋ ³¹ + tʃh ɔ̃ ∼ ³⁵	482 483	i m r t + i r t	pj j jiŋ ³¹ + tʃh ɔ̃∼ ³⁵
#
1555	Achang_Longchuan	the frog	236	phɔ³¹	pʰ ɔ ³¹	484	i r t	pʰ ɔ ³¹
1562	Maru	the frog	236	pɔ̱³⁵	ˀp ɔ ³⁵	484	i r t	ˀp ɔ ³⁵
#
6513	Achang_Longchuan	the front (front side)	237	ȵɔʔ⁵⁵siʔ³¹	ȵ ɔ ʔ ⁵⁵ + s i ʔ ³¹	485 486	i r t + i r t	ȵ ɔʔ ⁵⁵ + s iʔ ³¹
6573	Maru	the front (front side)	237	xak⁵⁵	x a k ⁵⁵	487	i r t	x ak ⁵⁵
#
6153	Achang_Longchuan	the frost	238	ŋ̊an⁵⁵	ŋ̊ a n ⁵⁵	488	i r t	ŋ̊ an ⁵⁵
6211	Maru	the frost	238	ŋa̱ŋ³¹	ˀŋ a ŋ ³¹	488	i r t	ˀŋ aŋ ³¹
#
1569	Achang_Longchuan	the fruit	239	ʂə³¹	ʂ ə ³¹	21	i r t	ʂ ə ³¹
1576	Maru	the fruit	239	ʃi³⁵	ʃ i ³⁵	21	i r t	ʃ i ³⁵
#
10549	Achang_Longchuan	the garlic	240	kă³¹sun³⁵	k ă ³¹ + s u n ³⁵	490 491	i r t + i r t	k ă ³¹ + s un ³⁵
10552	Maru	the garlic	240	la³¹	l a ³¹	492	i r t	l a ³¹
11662	Maru	the garlic	240	sɔn³⁵	s ɔ n ³⁵	491	i r t	s ɔn ³⁵
#
10773	Achang_Longchuan	the ghost	241	ʂɿ⁵⁵pʐua⁵⁵	ʂ ɿ ⁵⁵ + p u a ⁵⁵	493 494	i r t + i m r t	ʂ ɿ ⁵⁵ + pu u ua ⁵⁵
10776	Maru	the ghost	241	ø³¹	/ʔ ø ³¹	495	i r t	ʔ ø ³¹
#
10577	Achang_Longchuan	the ginger	242	tɕhaŋ³¹	tɕʰ a ŋ ³¹	496	i r t	tɕʰ aŋ ³¹
10580	Maru	the ginger	242	tʃhɔ̃³⁵	tʃh ɔ̃ ∼ ³⁵	496	i r t	tʃh ɔ̃∼ ³⁵
#
6288	Achang_Longchuan	the goat	243	paʔ⁵⁵	p a ʔ ⁵⁵	497	i r t	p aʔ ⁵⁵
6352	Maru	the goat	243	tʃhat⁵⁵pɛ̱ʔ⁵⁵	tʃh a t ⁵⁵ + ˀp ɛ ʔ ⁵⁵	498 497	i r t + i r t	tʃh at ⁵⁵ + ˀp ɛʔ ⁵⁵
#
10317	Achang_Longchuan	the gold	244	se⁵⁵	s e ⁵⁵	499	i r t	s e ⁵⁵
11339	Maru	the gold	244	xaŋ³¹	x a ŋ ³¹	500	i r t	x aŋ ³¹
#
9645	Achang_Longchuan	the grandson	245	mi³¹tsɔ³¹	m i ³¹ + ts ɔ ³¹	501 502	i r t + i r t	m i ³¹ + ts ɔ ³¹
9648	Maru	the grandson	245	mjik³¹	m j i k ³¹	503	i m r t	mj j jik ³¹
#
1667	Achang_Longchuan	the grass	246	sa⁵⁵	s a ⁵⁵	504	i r t	s a ⁵⁵
1675	Maru	the grass	246	ma̱ŋ³⁵	ˀm a ŋ ³⁵	505	i r t	ˀm aŋ ³⁵
#
11542	Achang_Longchuan	the gums	247	tɕoi⁵⁵ʂua³¹	tɕ oi ⁵⁵ + ʂ u a ³¹	506 507	i r t + i m r t	tɕ oi ⁵⁵ + ʂu u ua ³¹
11545	Maru	the gums	247	ŋan³¹	ŋ a n ³¹	508	i r t	ŋ an ³¹
#
6130	Maru	the hail	248	lak³¹ɣu³¹	l a k ³¹ + ɣ u ³¹	509 510	i r t + i r t	l ak ³¹ + ɣ u ³¹
6152	Achang_Longchuan	the hail	248	l̥i³¹ʐo⁵⁵	l̥ i - ³¹ + ʐ o ⁵⁵	509 510	i r t + i r t	l̥ i ³¹ + ʐ o ⁵⁵
#
1714	Achang_Longchuan	the hair (of the head)	249	u³¹mui³¹	/ʔ u ³¹ + m u i ³¹	511 512	i r t + i m r t	ʔ u ³¹ + mu u ui ³¹
1722	Maru	the hair (of the head)	249	tshɛ̃³¹	tsh ɛ̃ ∼ ³¹	513	i r t	tsh ɛ̃∼ ³¹
#
10918	Achang_Longchuan	the half	250	paʔ⁵⁵	p a ʔ ⁵⁵	514	i r t	p aʔ ⁵⁵
11576	Maru	the half	250	pan³⁵	p a n ³⁵	515	i r t	p an ³⁵
#
1752	Maru	the hand	251	lɔʔ³¹	l ɔ ʔ ³¹	516	i r t	l ɔʔ ³¹
#
9889	Achang_Longchuan	the hat	252	u³¹suŋ³¹	/ʔ u ³¹ + s u ŋ ³¹	517 518	i r t + i r t	ʔ u ³¹ + s uŋ ³¹
9891	Maru	the hat	252	mauk³¹kja̱p⁵⁵	m au k ³¹ + ˀk j a p ⁵⁵	519 520	i r t + i m r t	m auk ³¹ + ˀkj j jap ⁵⁵
#
1773	Achang_Longchuan	the head	253	ni³¹kuaŋ³¹	n i ³¹ + k u a ŋ ³¹	521 522	i r t + i m r t	n i ³¹ + ku u uaŋ ³¹
1784	Maru	the head	253	au³⁵lam³⁵	/ʔ au ³⁵ + l a m ³⁵	523 524	i r t + i r t	ʔ au ³⁵ + l am ³⁵
#
1819	Achang_Longchuan	the heart	254	ȵ̥a⁵⁵lum³¹	ȵ̥ a - ⁵⁵ + l u m ³¹	525 526	i r t + i r t	ȵ̥ a ⁵⁵ + l um ³¹
1833	Maru	the heart	254	na̱k⁵⁵lam³⁵	ˀn a k ⁵⁵ + l a m ³⁵	525 526	i r t + i r t	ˀn ak ⁵⁵ + l am ³⁵
#
6282	Achang_Longchuan	the hoof	255	ʨʰi⁵⁵xo⁵⁵	/ʔ i ⁵⁵ + x o ⁵⁵	527 528	i r t + i r t	ʔ i ⁵⁵ + x o ⁵⁵
6405	Maru	the hoof	255	kʰjuk⁵⁵saŋ³⁵	k j u k ⁵⁵ + s a ŋ ³⁵	529 530	i m r t + i r t	kj j juk ⁵⁵ + s aŋ ³⁵
#
1990	Maru	the horn (keratinized skin)	256	khjuk³¹	kh j u k ³¹	531	i m r t	khj j juk ³¹
#
10708	Maru	the horn (woodwind)	257	pjĭ⁵⁵khjɛ³¹	p j ĭ ⁵⁵ + kh j ɛ ³¹	532 533	i m r t + i m r t	pj j jĭ ⁵⁵ + khj j jɛ ³¹
10734	Achang_Longchuan	the horn (woodwind)	257	pe³¹xe³¹	p - e ³¹ + x - e ³¹	532 533	i r t + i r t	p e ³¹ + x e ³¹
#
1996	Achang_Longchuan	the horse	258	m̥ʐaŋ³¹	m̥ ʐ a ŋ ³¹	534	i m r t	m̥ʐ ʐ ʐaŋ ³¹
2003	Maru	the horse	258	mjɔ̃³⁵	m j ɔ̃ ∼ ³⁵	534	i m r t	mj j jɔ̃∼ ³⁵
#
2010	Achang_Longchuan	the house	259	in⁵⁵	/ʔ - i n ⁵⁵	535	i r t	ʔ in ⁵⁵
2017	Maru	the house	259	ja̱m³¹	ˀ/ʔ j a m ³¹	535	i m r t	ʔj j jam ³¹
#
2075	Achang_Longchuan	the husband	260	ȵi³¹ŋau⁵⁵	ȵ i ³¹ + ŋ au ⁵⁵	536 537	i r t + i r t	ȵ i ³¹ + ŋ au ⁵⁵
2082	Maru	the husband	260	lɔ̃³¹	l ɔ̃ ∼ ³¹	538	i r t	l ɔ̃∼ ³¹
#
2089	Achang_Longchuan	the ice	261	kət³⁵	k ə t ³⁵	539	i r t	k ət ³⁵
#
10816	Achang_Longchuan	the insect	262	pau³¹	p au - ³¹	540	i r t	p au ³¹
10819	Maru	the insect	262	puk⁵⁵	p u k ⁵⁵	540	i r t	p uk ⁵⁵
#
9733	Achang_Longchuan	the intestines	263	a³¹u⁵⁵	/ʔ a ³¹ + /ʔ u - ⁵⁵	541 542	i r t + i r t	ʔ a ³¹ + ʔ u ⁵⁵
10719	Maru	the intestines	263	a̱◦u³¹	ˀ/ʔ a - - + /ʔ u - ³¹	543 542	i r + i r t	ʔ a + ʔ u ³¹
#
9653	Achang_Longchuan	the kidney	264	nam³¹lim⁵⁵	n a m ³¹ + l i m ⁵⁵	542 543	i r t + i r t	n am ³¹ + l im ⁵⁵
#
2197	Achang_Longchuan	the knee	265	tɕhi⁵⁵ȵɔʔ⁵⁵	tɕʰ i ⁵⁵ + ȵ ɔ ʔ ⁵⁵	544 545	i r t + i r t	tɕʰ i ⁵⁵ + ȵ ɔʔ ⁵⁵
2207	Maru	the knee	265	pa̱t⁵⁵lauk³¹	ˀp a t ⁵⁵ + l au k ³¹	546 547	i r t + i r t	ˀp at ⁵⁵ + l auk ³¹
#
9758	Achang_Longchuan	the knife	266	mʐau³¹	m ʐ au ³¹	548	i m r t	mʐ ʐ ʐau ³¹
9761	Maru	the knife	266	ʃɛ̃³¹	ʃ ɛ̃ ∼ ³¹	549	i r t	ʃ ɛ̃∼ ³¹
#
9811	Achang_Longchuan	the ladle	267	kak³⁵	k a k ³⁵	550	i r t	k ak ³⁵
9814	Maru	the ladle	267	ʃɔ³¹	ʃ ɔ ³¹	551	i r t	ʃ ɔ ³¹
#
2231	Achang_Longchuan	the lake	268	n̥ɔŋ³⁵	n̥ ɔ ŋ ³⁵	552	i r t	n̥ ɔŋ ³⁵
2237	Maru	the lake	268	nɔ̱ŋ⁵⁵	ˀn ɔ ŋ ⁵⁵	552	i r t	ˀn ɔŋ ⁵⁵
#
2266	Achang_Longchuan	the leaf	269	a³¹xʐoʔ⁵⁵	/ʔ a ³¹ + x ʐ o ʔ ⁵⁵	553 554	i r t + i m r t	ʔ a ³¹ + xʐ ʐ ʐoʔ ⁵⁵
2273	Maru	the leaf	269	phɔʔ⁵⁵	ph ɔ ʔ ⁵⁵	555	i r t	ph ɔʔ ⁵⁵
8236	Achang_Longchuan	the leaf	269	a³¹◦xʐoʔ⁵⁵	/ʔ a ³¹ + x ʐ o ʔ ⁵⁵	553 554	i r t + i m r t	ʔ a ³¹ + xʐ ʐ ʐoʔ ⁵⁵
8730	Maru	the leaf	269	phɔʔ⁵⁵	ph ɔ ʔ ⁵⁵	555	i r t	ph ɔʔ ⁵⁵
8731	Maru	the leaf	269	fɔʔ⁵⁵	f ɔ ʔ ⁵⁵	555	i r t	f ɔʔ ⁵⁵
#
10895	Maru	the leech	270	xa̱p⁵⁵	ˀx a p ⁵⁵	557	i r t	ˀx ap ⁵⁵
10985	Achang_Longchuan	the leech	270	tak⁵⁵	t a k ⁵⁵	556	i r t	t ak ⁵⁵
11129	Achang_Longchuan	the leech	270	nuʔ⁵⁵	n u ʔ ⁵⁵	558	i r t	n uʔ ⁵⁵
11151	Maru	the leech	270	tɔŋ³¹pjɛn³¹	t ɔ ŋ ³¹ + p j ɛ n ³¹	559 560	i r t + i m r t	t ɔŋ ³¹ + pj j jɛn ³¹
#
10524	Achang_Longchuan	the leg	271	tɕhi⁵⁵	tɕʰ i ⁵⁵	561	i r t	tɕʰ i ⁵⁵
10527	Maru	the leg	271	khjik³¹	kh j i k ³¹	562	i m r t	khj j jik ³¹
#
6189	Achang_Longchuan	the lip (the lips)	272	ȵ̥ot⁵⁵tuŋ⁵⁵	ȵ̥ o t ⁵⁵ + t u ŋ ⁵⁵	314 564	i r t + i r t	ȵ̥ ot ⁵⁵ + t uŋ ⁵⁵
6367	Maru	the lip (the lips)	272	na̱t⁵⁵ka̱uk⁵⁵	ˀn a t ⁵⁵ + ˀk au k ⁵⁵	314 565	i r t + i r t	ˀn at ⁵⁵ + ˀk auk ⁵⁵
#
2420	Achang_Longchuan	the liver	273	a³¹ʂəŋ³¹	/ʔ a ³¹ + ʂ ə ŋ ³¹	567 568	i r t + i r t	ʔ a ³¹ + ʂ əŋ ³¹
2434	Maru	the liver	273	saŋ³⁵	s a ŋ ³⁵	568	i r t	s aŋ ³⁵
#
2468	Achang_Longchuan	the louse	274	ʂan³¹	ʂ a n ³¹	569	i r t	ʂ an ³¹
2476	Maru	the louse	274	ʃiŋ³⁵	ʃ i ŋ ³⁵	569	i r t	ʃ iŋ ³⁵
#
6217	Achang_Longchuan	the lung	275	a³¹ʨʰot⁵³	/ʔ a ³¹ + /ʔ o t	570 571	i r t + i r	ʔ a ³¹ + ʔ ot
6277	Maru	the lung	275	ʦa̱t⁵⁵	ˀ/ʔ a t ⁵⁵	572	i r t	ʔ at ⁵⁵
#
2489	Achang_Longchuan	the man (male human)	276	i³¹tɕi⁵⁵	/ʔ i ³¹ + tɕ i ⁵⁵	573 125	i r t + i r t	ʔ i ³¹ + tɕ i ⁵⁵
2498	Maru	the man (male human)	276	jauk³¹kai³¹	/ʔ j au k ³¹ + k ai ³¹	575 125	i m r t + i r t	ʔj j jauk ³¹ + k ai ³¹
#
2534	Achang_Longchuan	the meat	277	ʂua³¹	ʂ u a ³¹	463	i m r t	ʂu u ua ³¹
2538	Maru	the meat	277	ʃɔ³⁵	ʃ - ɔ ³⁵	463	i r t	ʃ ɔ ³⁵
#
11497	Maru	the medicine	278	tʃhik⁵⁵	tʃh i k ⁵⁵	578	i r t	tʃh ik ⁵⁵
11587	Achang_Longchuan	the medicine	278	ȵ̥ɔ³¹	ȵ̥ ɔ ³¹	577	i r t	ȵ̥ ɔ ³¹
#
10335	Achang_Longchuan	the milk	279	n̥o³¹ȵau³⁵	n̥ o ³¹ + ȵ au - ³⁵	579 580	i r t + i r t	n̥ o ³¹ + ȵ au ³⁵
10338	Maru	the milk	279	nŭŋ³⁵nuk⁵⁵	n ŭ ŋ ³⁵ + n u k ⁵⁵	581 580	i r t + i r t	n ŭŋ ³⁵ + n uk ⁵⁵
#
10366	Maru	the millet	280	tsɛ̱ʔ⁵⁵	ˀts ɛ ʔ ⁵⁵	580	i r t	ˀts ɛʔ ⁵⁵
#
11089	Achang_Longchuan	the mole	281	phai³⁵	pʰ ai - ³⁵	581	i r t	pʰ ai ³⁵
#
9861	Maru	the monkey	282	mjauk³¹	m j au k ³¹	583	i m r t	mj j jauk ³¹
11428	Achang_Longchuan	the monkey	282	ȵuʔ⁵⁵	ȵ u ʔ ⁵⁵	582	i r t	ȵ uʔ ⁵⁵
#
2602	Achang_Longchuan	the moon	283	phă³¹lɔʔ³¹	pʰ ă ³¹ + l ɔ ʔ ³¹	584 585	i r t + i r t	pʰ ă ³¹ + l ɔʔ ³¹
2610	Maru	the moon	283	lɔ̱⁵⁵	ˀl ɔ - ⁵⁵	585	i r t	ˀl ɔ ⁵⁵
#
9711	Achang_Longchuan	the mortar	284	tɕnam³¹tɔŋ³¹	tɕ n a m ³¹ + t ɔ ŋ ³¹	586 587	i m r t + i r t	tɕn n nam ³¹ + t ɔŋ ³¹
9714	Maru	the mortar	284	tshum³⁵thauŋ³¹	tsh - u m ³⁵ + th au ŋ ³¹	586 587	i r t + i r t	tsh um ³⁵ + th auŋ ³¹
#
