# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	ALIGNMENT	CROSSIDS	TMP_STRUCTURE	TMP_TOKENS
10688	Maru	the wheel	373	lɛ̱ŋ⁵⁵khjik³¹	ˀl ɛ ŋ ⁵⁵ + kh j i k ³¹	800 801	i r t + i m r t	ˀl ɛŋ ⁵⁵ + khj j jik ³¹
#
10320	Achang_Longchuan	the widow	374	meʔ³¹maiʔ³¹	m e ʔ ³¹ + m ai ʔ ³¹	803 804	i r t + i r t	m eʔ ³¹ + m aiʔ ³¹
10323	Maru	the widow	374	tʃhuk⁵⁵mɔ⁵⁵	tʃh u k ⁵⁵ + m ɔ - ⁵⁵	805 804	i r t + i r t	tʃh uk ⁵⁵ + m ɔ ⁵⁵
#
5049	Achang_Longchuan	the wife	375	ȵi³¹mɔʔ³¹	ȵ i ³¹ + m ɔ ʔ ³¹	806 807	i r t + i r t	ȵ i ³¹ + m ɔʔ ³¹
5058	Maru	the wife	375	mji³⁵	m j i ³⁵	808	i m r t	mj j ji ³⁵
#
9541	Achang_Longchuan	the willow	376	xaiʔ⁵⁵tseŋ⁵⁵	x ai ʔ ⁵⁵ + ts e ŋ ⁵⁵	809 810	i r t + i r t	x aiʔ ⁵⁵ + ts eŋ ⁵⁵
9544	Maru	the willow	376	pə̱ŋ³¹tau³⁵	ˀp ə ŋ ³¹ + t au - ³⁵	811 810	i r t + i r t	ˀp əŋ ³¹ + t au ³⁵
#
5066	Achang_Longchuan	the wind	377	l̥i⁵⁵	l̥ i ⁵⁵	812	i r t	l̥ i ⁵⁵
5075	Maru	the wind	377	la³¹	l a ³¹	812	i r t	l a ³¹
#
5089	Achang_Longchuan	the wing	378	a³¹tuŋ⁵⁵	/ʔ a ³¹ + t u ŋ ⁵⁵	813 814	i r t + i r t	ʔ a ³¹ + t uŋ ⁵⁵
5100	Maru	the wing	378	tauŋ³¹	t au ŋ ³¹	814	i r t	t auŋ ³¹
#
10101	Achang_Longchuan	the winter	379	tɕhɔŋ³¹	tɕʰ ɔ ŋ ³¹	815	i r t	tɕʰ ɔŋ ³¹
10237	Maru	the winter	379	kjɔʔ³¹mjɔ³¹	k j ɔ ʔ ³¹ + m j ɔ ³¹	816 817	i m r t + i m r t	kj j jɔʔ ³¹ + mj j jɔ ³¹
#
6238	Achang_Longchuan	the wolf	380	pum⁵⁵xui³¹	p u m ⁵⁵ + x u i ³¹	818 819	i r t + i m r t	p um ⁵⁵ + xu u ui ³¹
6382	Maru	the wolf	380	mjaŋ³¹◦kʰa³⁵	m j a ŋ ³¹ + k - a ³⁵	820 819	i m r t + i r t	mj j jaŋ ³¹ + k a ³⁵
#
5127	Achang_Longchuan	the woman	381	i³¹ȵɔ³¹	/ʔ i ³¹ + ȵ ɔ ³¹	821 822	i r t + i r t	ʔ i ³¹ + ȵ ɔ ³¹
5136	Maru	the woman	381	mji³⁵ɤɛ³⁵	m j i ³⁵ + /ʔ ɛ ³⁵	823 824	i m r t + i r t	mj j ji ³⁵ + ʔ ɛ ³⁵
#
5148	Achang_Longchuan	the wood (material)	382	ʂək⁵⁵	ʂ ə k ⁵⁵	825	i r t	ʂ ək ⁵⁵
5156	Maru	the wood (material)	382	sak⁵⁵thauŋ³⁵	s a k ⁵⁵ + th au ŋ ³⁵	825 826	i r t + i r t	s ak ⁵⁵ + th auŋ ³⁵
#
5171	Achang_Longchuan	the year	384	n̥ək⁵⁵	n̥ ə k ⁵⁵	828	i r t	n̥ ək ⁵⁵
5179	Maru	the year	384	tsəŋ³¹	ts ə ŋ ³¹	829	i r t	ts əŋ ³¹
#
4316	Achang_Longchuan	there	385	the⁵⁵thɔʔ⁵⁵	tʰ e ⁵⁵ + tʰ ɔ ʔ ⁵⁵	830 831	i r t + i r t	tʰ e ⁵⁵ + tʰ ɔʔ ⁵⁵
4320	Maru	there	385	thø⁵⁵mɛ³¹	th ø ⁵⁵ + m ɛ ³¹	830 832	i r t + i r t	th ø ⁵⁵ + m ɛ ³¹
#
4356	Achang_Longchuan	thick	386	kan³¹	k a n ³¹	834	i r t	k an ³¹
4365	Maru	thick	386	thau³¹	th au ³¹	835	i r t	th au ³¹
#
10257	Achang_Longchuan	thin (object)	387	ȵi⁵⁵	ȵ i ⁵⁵	836	i r t	ȵ i ⁵⁵
10260	Maru	thin (object)	387	ŋai⁵⁵	ŋ ai ⁵⁵	836	i r t	ŋ ai ⁵⁵
#
9854	Achang_Longchuan	thirsty	388	ʂut⁵⁵	ʂ u t ⁵⁵	837	i r t	ʂ ut ⁵⁵
11054	Maru	thirsty	388	fai⁵⁵	f ai ⁵⁵	838	i r t	f ai ⁵⁵
#
4467	Achang_Longchuan	this	389	xai⁵⁵	x ai ⁵⁵	839	i r t	x ai ⁵⁵
4476	Maru	this	389	tʃhɛ³¹	tʃh ɛ ³¹	840	i r t	tʃh ɛ ³¹
#
5229	Achang_Longchuan	thou [second person singular]	390	nuaŋ⁵⁵	n u a ŋ ⁵⁵	841	i m r t	nu u uaŋ ⁵⁵
5233	Maru	thou [second person singular]	390	nɔ̃³¹	n - ɔ̃ ∼ ³¹	841	i r t	n ɔ̃∼ ³¹
#
4524	Achang_Longchuan	three	391	sum³¹	s u m ³¹	842	i r t	s um ³¹
4533	Maru	three	391	sam³¹	s a m ³¹	842	i r t	s am ³¹
#
10187	Achang_Longchuan	tired	392	muai³¹	m u ai ³¹	843	i m r t	mu u uai ³¹
10190	Maru	tired	392	mjauŋ³⁵	m j au ŋ ³⁵	844	i m r t	mj j jauŋ ³⁵
#
11483	Achang_Longchuan	to be afraid	393	ʐoʔ⁵⁵	ʐ o ʔ ⁵⁵	845	i r t	ʐ oʔ ⁵⁵
11486	Maru	to be afraid	393	kjauk³¹	k j au k ³¹	846	i m r t	kj j jauk ³¹
#
6236	Maru	to be alive	394	tɔi³¹kau³⁵	t ɔi ³¹ + k au ³⁵	847 848	i r t + i r t	t ɔi ³¹ + k au ³⁵
#
10908	Achang_Longchuan	to be ill	395	nɔ⁵⁵	n ɔ ⁵⁵	849	i r t	n ɔ ⁵⁵
10911	Maru	to be ill	395	nɔ³¹	n ɔ ³¹	849	i r t	n ɔ ³¹
#
348	Maru	to bite	397	pəŋ³⁵	p ə ŋ ³⁵	850	i r t	p əŋ ³⁵
#
406	Achang_Longchuan	to blow (of wind)	398	xʐauʔ³⁵	x ʐ au ʔ ³⁵	851	i m r t	xʐ ʐ ʐauʔ ³⁵
411	Maru	to blow (of wind)	398	khjuk⁵⁵	kh j u k ⁵⁵	852	i m r t	khj j juk ⁵⁵
#
10413	Achang_Longchuan	to breathe	399	sui⁵⁵	s u i ⁵⁵	853	i m r t	su u ui ⁵⁵
10416	Maru	to breathe	399	soʔ⁵⁵	s o ʔ ⁵⁵	854	i r t	s oʔ ⁵⁵
#
10305	Achang_Longchuan	to buckle up / fasten (a belt)	400	tshe³¹	tsʰ e ³¹	855	i r t	tsʰ e ³¹
10308	Maru	to buckle up / fasten (a belt)	400	tʃhui³⁵	tʃh u i ³⁵	856	i m r t	tʃhu u ui ³⁵
#
10272	Maru	to burn	401	tɛʔ³¹	t ɛ ʔ ³¹	858	i r t	t ɛʔ ³¹
11352	Achang_Longchuan	to burn	401	ȵe³⁵	ȵ e ³⁵	857	i r t	ȵ e ³⁵
#
573	Achang_Longchuan	to burn [intransitive]	402	ȵe³⁵	ȵ e ³⁵	859	i r t	ȵ e ³⁵
578	Maru	to burn [intransitive]	402	tɛʔ³¹	t ɛ ʔ ³¹	860	i r t	t ɛʔ ³¹
#
596	Achang_Longchuan	to buy	403	oi⁵⁵	/ʔ oi ⁵⁵	861	i r t	ʔ oi ⁵⁵
603	Maru	to buy	403	vai³¹	v ai ³¹	861	i r t	v ai ³¹
#
11580	Achang_Longchuan	to catch	404	tʂhɔp⁵⁵	tʂʰ ɔ p ⁵⁵	862	i r t	tʂʰ ɔp ⁵⁵
11583	Maru	to catch	404	ta̱uŋ³⁵	ˀt au ŋ ³⁵	863	i r t	ˀt auŋ ³⁵
#
6396	Maru	to chew	405	vɔ³⁵	v ɔ ³⁵	865	i r t	v ɔ ³⁵
6466	Achang_Longchuan	to chew	405	mam³¹	m a m ³¹	864	i r t	m am ³¹
#
10343	Achang_Longchuan	to choose	406	ʐa³¹	ʐ a ³¹	866	i r t	ʐ a ³¹
10631	Maru	to choose	406	khjiŋ³¹	kh j i ŋ ³¹	867	i m r t	khj j jiŋ ³¹
#
686	Achang_Longchuan	to come	407	ʐə³⁵	ʐ ə ³⁵	868	i r t	ʐ ə ³⁵
695	Maru	to come	407	li⁵⁵	l i ⁵⁵	869	i r t	l i ⁵⁵
#
9827	Achang_Longchuan	to cough	408	khʐɔŋ³¹tʂhau³¹	kʰ ʐ ɔ ŋ ³¹ + tʂʰ au - ³¹	870 871	i m r t + i r t	kʰʐ ʐ ʐɔŋ ³¹ + tʂʰ au ³¹
9830	Maru	to cough	408	khjauŋ³⁵tsu̱k⁵⁵	kh j au ŋ ³⁵ + ˀts u k ⁵⁵	870 871	i m r t + i r t	khj j jauŋ ³⁵ + ˀts uk ⁵⁵
#
738	Achang_Longchuan	to count	409	an³⁵	/ʔ a n ³⁵	872	i r t	ʔ an ³⁵
744	Maru	to count	409	ŋɛ̱ʔ⁵⁵	ˀŋ ɛ ʔ ⁵⁵	873	i r t	ˀŋ ɛʔ ⁵⁵
#
9723	Achang_Longchuan	to cross (a river)	410	kʐo³¹	k ʐ o ³¹	874	i m r t	kʐ ʐ ʐo ³¹
9726	Maru	to cross (a river)	410	kau³⁵	k - au ³⁵	874	i r t	k au ³⁵
#
6377	Achang_Longchuan	to cry (weep)	411	ŋau⁵⁵	ŋ au - ⁵⁵	875	i r t	ŋ au ⁵⁵
6418	Maru	to cry (weep)	411	ŋuk³¹	ŋ u k ³¹	875	i r t	ŋ uk ³¹
#
896	Maru	to die	412	ʃik³¹	ʃ i k ³¹	876	i r t	ʃ ik ³¹
#
918	Maru	to dig	413	tau³⁵	t au ³⁵	877	i r t	t au ³⁵
921	Achang_Longchuan	to dig	413	tu³¹	t u ³¹	877	i r t	t u ³¹
#
1017	Maru	to drink	414	ʃauk⁵⁵	ʃ au k ⁵⁵	878	i r t	ʃ auk ⁵⁵
#
9588	Achang_Longchuan	to dye (stuff)	415	nam³¹ ȵ̥ɔ³¹	n a m ³¹ + ȵ̥ ɔ ³¹	879 880	i r t + i r t	n am ³¹ + ȵ̥ ɔ ³¹
#
1132	Maru	to eat	416	tsɔ³⁵	ts ɔ ³⁵	881	i r t	ts ɔ ³⁵
#
1352	Achang_Longchuan	to fight	418	tek⁵⁵kɔ³¹	t e k ⁵⁵ + k ɔ ³¹	882 883	i r t + i r t	t ek ⁵⁵ + k ɔ ³¹
1366	Maru	to fight	418	pɛʔ³¹la̱m³¹	p ɛ ʔ ³¹ + ˀl a m ³¹	884 885	i r t + i r t	p ɛʔ ³¹ + ˀl am ³¹
#
1433	Achang_Longchuan	to float	419	ȵə³¹	ȵ ə ³¹	886	i r t	ȵ ə ³¹
1440	Maru	to float	419	mjuŋ³⁵	m j u ŋ ³⁵	887	i m r t	mj j juŋ ³⁵
#
1445	Achang_Longchuan	to flow	420	so³¹	s o ³¹	888	i r t	s o ³¹
1451	Maru	to flow	420	juk³¹	/ʔ j u k ³¹	889	i m r t	ʔj j juk ³¹
#
1475	Maru	to fly (move through air)	421	tɔ̃³⁵	t ɔ̃ ∼ ³⁵	890	i r t	t ɔ̃∼ ³⁵
#
11200	Achang_Longchuan	to get / acquire	422	ʐua³⁵	ʐ u a ³⁵	891	i m r t	ʐu u ua ³⁵
11301	Maru	to get / acquire	422	xuk⁵⁵ ŋɔ̱³¹	x u k ⁵⁵ + ˀŋ ɔ ³¹	892 893	i r t + i r t	x uk ⁵⁵ + ˀŋ ɔ ³¹
#
1604	Achang_Longchuan	to give	423	tsi³¹	ts i ³¹	894	i r t	ts i ³¹
1609	Maru	to give	423	pjik⁵⁵	p j i k ⁵⁵	895	i m r t	pj j jik ⁵⁵
#
9557	Achang_Longchuan	to hate	424	tsit⁵⁵	ts i t ⁵⁵	896	i r t	ts it ⁵⁵
9560	Maru	to hate	424	mai³⁵	m ai ³⁵	897	i r t	m ai ³⁵
#
1805	Achang_Longchuan	to hear	425	kʐua³¹	k u a ³¹	898	i m r t	ku u ua ³¹
1812	Maru	to hear	425	ɣɔ⁵⁵kjɔ³⁵	ɣ ɔ ⁵⁵ + k j ɔ ³⁵	899 900	i r t + i m r t	ɣ ɔ ⁵⁵ + kj j jɔ ³⁵
#
1889	Achang_Longchuan	to hide (conceal)	426	sau⁵⁵	s au ⁵⁵	901	i r t	s au ⁵⁵
1893	Maru	to hide (conceal)	426	ŋja̱m³⁵	ˀŋ j a m ³⁵	902	i m r t	ˀŋj j jam ³⁵
#
1918	Achang_Longchuan	to hold	427	m̥ʐəʔ⁵⁵	m̥ ʐ ə ʔ ⁵⁵	903	i m r t	m̥ʐ ʐ ʐəʔ ⁵⁵
1926	Maru	to hold	427	tsɔi³⁵	ts ɔi ³⁵	904	i r t	ts ɔi ³⁵
#
2063	Achang_Longchuan	to hunt	428	tɕhet⁵⁵tauʔ⁵⁵	tɕʰ e t ⁵⁵ + t au ʔ ⁵⁵	905 906	i r t + i r t	tɕʰ et ⁵⁵ + t auʔ ⁵⁵
2069	Maru	to hunt	428	ʃɔ̆³⁵pak³¹	ʃ ɔ̆ ³⁵ + p a k ³¹	907 908	i r t + i r t	ʃ ɔ̆ ³⁵ + p ak ³¹
#
10067	Achang_Longchuan	to itch	429	jɔ³¹	/ʔ j ɔ ³¹	909	i m r t	ʔj j jɔ ³¹
10070	Maru	to itch	429	phan³⁵	ph a n ³⁵	910	i r t	ph an ³⁵
#
10158	Achang_Longchuan	to kick	430	thep³⁵	tʰ e p ³⁵	911	i r t	tʰ ep ³⁵
10161	Maru	to kick	430	pa̱k⁵⁵	ˀp a k ⁵⁵	912	i r t	ˀp ak ⁵⁵
#
2184	Achang_Longchuan	to kill	431	sat⁵⁵	s a t ⁵⁵	913	i r t	s at ⁵⁵
2192	Maru	to kill	431	sɛ̱ʔ⁵⁵	ˀs ɛ ʔ ⁵⁵	913	i r t	ˀs ɛʔ ⁵⁵
#
10450	Maru	to land / descend	432	kjɔ⁵⁵	k j ɔ ⁵⁵	915	i m r t	kj j jɔ ⁵⁵
11424	Achang_Longchuan	to land / descend	432	nɔ³¹	n ɔ ³¹	914	i r t	n ɔ ³¹
#
2261	Maru	to laugh	433	ɣə³¹	ɣ ə ³¹	916	i r t	ɣ ə ³¹
#
2352	Maru	to lick	434	jɔʔ³¹	/ʔ j ɔ ʔ ³¹	917	i m r t	ʔj j jɔʔ ³¹
#
2357	Achang_Longchuan	to lie down	435	ŋ̊a⁵⁵	ŋ̊ a ⁵⁵	918	i r t	ŋ̊ a ⁵⁵
2361	Maru	to lie down	435	laŋ³⁵	l a ŋ ³⁵	919	i r t	l aŋ ³⁵
#
10979	Achang_Longchuan	to lift (the lid)	436	phɔŋ³⁵	pʰ ɔ ŋ ³⁵	920	i r t	pʰ ɔŋ ³⁵
10982	Maru	to lift (the lid)	436	phuŋ⁵⁵	ph u ŋ ⁵⁵	920	i r t	ph uŋ ⁵⁵
#
10477	Achang_Longchuan	to listen	437	kʐua³¹	k u a ³¹	921	i m r t	ku u ua ³¹
10480	Maru	to listen	437	kjɔ³⁵	k j ɔ ³⁵	921	i m r t	kj j jɔ ³⁵
#
10112	Achang_Longchuan	to love	438	naŋ³¹	n a ŋ ³¹	922	i r t	n aŋ ³¹
10115	Maru	to love	438	ŋɔi³¹	ŋ ɔi ³¹	923	i r t	ŋ ɔi ³¹
#
10495	Achang_Longchuan	to pee	439	tʂhə³¹	tʂʰ ə - ³¹	924	i r t	tʂʰ ə ³¹
10497	Maru	to pee	439	ta̱k⁵⁵	ˀt a k ⁵⁵	924	i r t	ˀt ak ⁵⁵
#
11254	Achang_Longchuan	to pick	440	ʂaŋ⁵⁵	ʂ a ŋ ⁵⁵	925	i r t	ʂ aŋ ⁵⁵
11265	Maru	to pick	440	khjuk⁵⁵	kh j u k ⁵⁵	926	i m r t	khj j juk ⁵⁵
#
6508	Achang_Longchuan	to plant (vegetals, rice)	441	sɔ³¹	s ɔ ³¹	927	i r t	s ɔ ³¹
6560	Maru	to plant (vegetals, rice)	441	xɔ³⁵	x ɔ ³⁵	927	i r t	x ɔ ³⁵
#
3058	Achang_Longchuan	to play	442	tseʔ⁵⁵	ts e ʔ ⁵⁵	928	i r t	ts eʔ ⁵⁵
3065	Maru	to play	442	na³¹ku̱m⁵⁵	n a ³¹ + ˀk u m ⁵⁵	929 930	i r t + i r t	n a ³¹ + ˀk um ⁵⁵
#
3100	Achang_Longchuan	to pull	443	ʂa⁵⁵	ʂ a ⁵⁵	931	i r t	ʂ a ⁵⁵
3104	Maru	to pull	443	ʃɛ³¹	ʃ ɛ ³¹	931	i r t	ʃ ɛ ³¹
#
3143	Achang_Longchuan	to push	444	tun³¹	t u n ³¹	932	i r t	t un ³¹
3151	Maru	to push	444	tʃu̱m³⁵	ˀtʃ u m ³⁵	932	i r t	ˀtʃ um ³⁵
#
10228	Achang_Longchuan	to read	445	nai³⁵	n ai - ³⁵	933	i r t	n ai ³⁵
10384	Maru	to read	445	ŋɛ̱ʔ⁵⁵	ˀŋ ɛ ʔ ⁵⁵	933	i r t	ˀŋ ɛʔ ⁵⁵
#
10213	Achang_Longchuan	to remember	446	tɔŋ³⁵	t ɔ ŋ ³⁵	934	i r t	t ɔŋ ³⁵
10216	Maru	to remember	446	mjik³¹	m j i k ³¹	935	i m r t	mj j jik ³¹
#
10937	Achang_Longchuan	to repair	447	phɔ⁵⁵	pʰ ɔ ⁵⁵	936	i r t	pʰ ɔ ⁵⁵
10940	Maru	to repair	447	khjap⁵⁵	kh j a p ⁵⁵	937	i m r t	khj j jap ⁵⁵
#
3298	Achang_Longchuan	to reside (live)	448	ȵɔʔ⁵⁵	ȵ ɔ ʔ ⁵⁵	938	i r t	ȵ ɔʔ ⁵⁵
3305	Maru	to reside (live)	448	na³¹	n a - ³¹	938	i r t	n a ³¹
#
9833	Achang_Longchuan	to return	449	təm⁵⁵	t ə m ⁵⁵	939	i r t	t əm ⁵⁵
9836	Maru	to return	449	lɔ⁵⁵	l ɔ ⁵⁵	940	i r t	l ɔ ⁵⁵
#
9868	Achang_Longchuan	to ride	450	tsi³¹	ts i ³¹	941	i r t	ts i ³¹
9871	Maru	to ride	450	tʃui³⁵	tʃ u i ³⁵	942	i m r t	tʃu u ui ³⁵
#
3525	Achang_Longchuan	to scratch	451	khʐən⁵⁵	kʰ ʐ ə n ⁵⁵	943	i m r t	kʰʐ ʐ ʐən ⁵⁵
3529	Maru	to scratch	451	kji̱ŋ³¹	ˀk j i ŋ ³¹	943	i m r t	ˀkj j jiŋ ³¹
#
3556	Achang_Longchuan	to see	452	en³¹mʐaŋ⁵⁵	/ʔ e n ³¹ + m ʐ a ŋ ⁵⁵	944 945	i r t + i m r t	ʔ en ³¹ + mʐ ʐ ʐaŋ ⁵⁵
3567	Maru	to see	452	mjɔ̃³¹	m j ɔ̃ ∼ ³¹	945	i m r t	mj j jɔ̃∼ ³¹
#
10711	Achang_Longchuan	to sell	453	uŋ³¹	/ʔ u ŋ ³¹	946	i r t	ʔ uŋ ³¹
10714	Maru	to sell	453	auŋ³⁵	/ʔ au ŋ ³⁵	946	i r t	ʔ auŋ ³⁵
#
10226	Maru	to shave	455	khjat⁵⁵	kh j a t ⁵⁵	947	i m r t	khj j jat ⁵⁵
10814	Achang_Longchuan	to shave	455	khʐət³⁵	kʰ ʐ ə t ³⁵	947	i m r t	kʰʐ ʐ ʐət ³⁵
#
10028	Achang_Longchuan	to shiver	456	nan³⁵	n a n ³⁵	948	i r t	n an ³⁵
10031	Maru	to shiver	456	nəŋ⁵⁵	n ə ŋ ⁵⁵	948	i r t	n əŋ ⁵⁵
#
3671	Achang_Longchuan	to shoot (an arrow)	457	pək⁵⁵	p ə k ⁵⁵	949	i r t	p ək ⁵⁵
3680	Maru	to shoot (an arrow)	457	pak³¹	p a k ³¹	949	i r t	p ak ³¹
#
9570	Achang_Longchuan	to shout	458	kʐə⁵⁵	k ʐ ə ⁵⁵	950	i m r t	kʐ ʐ ʐə ⁵⁵
11103	Maru	to shout	458	jɔ̃³¹	/ʔ j ɔ̃ ∼ ³¹	951	i m r t	ʔj j jɔ̃∼ ³¹
#
3725	Achang_Longchuan	to sing	459	siaŋ³⁵ɕiaŋ⁵⁵	s i a ŋ ³⁵ + ɕ i a ŋ ⁵⁵	952 953	i m r t + i m r t	si i iaŋ ³⁵ + ɕi i iaŋ ⁵⁵
3732	Maru	to sing	459	thu³¹	th u ³¹	954	i r t	th u ³¹
#
11154	Achang_Longchuan	to sink	460	ȵɔp⁵⁵	ȵ ɔ p ⁵⁵	955	i r t	ȵ ɔp ⁵⁵
11503	Maru	to sink	460	nɔp³¹	n ɔ p ³¹	955	i r t	n ɔp ³¹
#
3802	Achang_Longchuan	to sleep	461	e³¹	/ʔ e ³¹	956	i r t	ʔ e ³¹
3813	Maru	to sleep	461	jap³¹	/ʔ j a p ³¹	957	i m r t	ʔj j jap ³¹
#
3848	Maru	to smell (perceive odor) [transitive]	462	nɛ̃³¹	n ɛ̃ ∼ ³¹	958	i r t	n ɛ̃∼ ³¹
#
9741	Achang_Longchuan	to smile	463	ʐə⁵⁵	ʐ ə ⁵⁵	959	i r t	ʐ ə ⁵⁵
9744	Maru	to smile	463	ɣə³¹	ɣ ə ³¹	959	i r t	ɣ ə ³¹
#
11134	Achang_Longchuan	to soak / steep	464	tsin⁵⁵	ts i n ⁵⁵	960	i r t	ts in ⁵⁵
11137	Maru	to soak / steep	464	tʃam³¹	tʃ a m ³¹	960	i r t	tʃ am ³¹
#
3967	Achang_Longchuan	to spit	465	tɕho³¹	tɕʰ o ³¹	961	i r t	tɕʰ o ³¹
3977	Maru	to spit	465	phø³⁵	ph ø ³⁵	962	i r t	ph ø ³⁵
#
10295	Achang_Longchuan	to split	466	tiak³⁵	t i a k ³⁵	963	i m r t	ti i iak ³⁵
10298	Maru	to split	466	kɔʔ³¹	k ɔ ʔ ³¹	964	i r t	k ɔʔ ³¹
#
4043	Achang_Longchuan	to stand	467	ʑap⁵⁵	ʑ a p ⁵⁵	965	i r t	ʑ ap ⁵⁵
4047	Maru	to stand	467	jɛʔ³¹	/ʔ j ɛ ʔ ³¹	966	i m r t	ʔj j jɛʔ ³¹
#
9626	Achang_Longchuan	to startle / disturb	468	thən³⁵	tʰ ə n ³⁵	967	i r t	tʰ ən ³⁵
11567	Maru	to startle / disturb	468	kja̱uk⁵⁵	ˀk j au k ⁵⁵	968	i m r t	ˀkj j jauk ⁵⁵
#
4068	Achang_Longchuan	to steal	469	xau³¹	x au - ³¹	708	i r t	x au ³¹
4077	Maru	to steal	469	khuk⁵⁵	kh u k ⁵⁵	708	i r t	kh uk ⁵⁵
#
10107	Achang_Longchuan	to swallow	470	thun³¹	tʰ u n ³¹	970	i r t	tʰ un ³¹
10765	Maru	to swallow	470	mjuk³¹	m j u k ³¹	971	i m r t	mj j juk ³¹
#
10326	Achang_Longchuan	to swim	471	luai⁵⁵luai⁵⁵	l u ai ⁵⁵ + l u ai ⁵⁵	972 973	i m r t + i m r t	lu u uai ⁵⁵ + lu u uai ⁵⁵
10329	Maru	to swim	471	ɣək³¹xɛ̱ʔ⁵⁵	ɣ ə k ³¹ + ˀx ɛ ʔ ⁵⁵	974 975	i r t + i r t	ɣ ək ³¹ + ˀx ɛʔ ⁵⁵
#
10737	Achang_Longchuan	to tell	472	kʐai⁵⁵tsi³¹	k ʐ ai ⁵⁵ + ts i ³¹	976 977	i m r t + i r t	kʐ ʐ ʐai ⁵⁵ + ts i ³¹
10740	Maru	to tell	472	ta̱⁵⁵kjɔ̱³⁵	ˀt a ⁵⁵ + ˀk j ɔ ³⁵	978 979	i r t + i m r t	ˀt a ⁵⁵ + ˀkj j jɔ ³⁵
#
4453	Achang_Longchuan	to think (reflect)	473	sam⁵⁵	s a m ⁵⁵	980	i r t	s am ⁵⁵
4461	Maru	to think (reflect)	473	mjik³¹	m j i k ³¹	981	i m r t	mj j jik ³¹
#
4541	Achang_Longchuan	to throw	474	xuat⁵⁵	x ua t ⁵⁵	982	i r t	x uat ⁵⁵
4550	Maru	to throw	474	pjɛ̱ʔ⁵⁵	ˀp j ɛ ʔ ⁵⁵	983	i m r t	ˀpj j jɛʔ ⁵⁵
#
10405	Achang_Longchuan	to tie	475	toi³¹	t oi ³¹	668	i r t	t oi ³¹
10408	Maru	to tie	475	tɔ̱i³⁵	ˀt ɔi ³⁵	668	i r t	ˀt ɔi ³⁵
#
4780	Achang_Longchuan	to vomit	476	phat⁵⁵	pʰ a t ⁵⁵	985	i r t	pʰ at ⁵⁵
4790	Maru	to vomit	476	tauk³¹	t au k ³¹	986	i r t	t auk ³¹
#
11230	Achang_Longchuan	to wait	477	luaŋ³⁵	l u a ŋ ³⁵	987	i m r t	lu u uaŋ ³⁵
11320	Maru	to wait	477	lɔ̃⁵⁵	l - ɔ̃ ∼ ⁵⁵	987	i r t	l ɔ̃∼ ⁵⁵
#
4798	Achang_Longchuan	to walk	478	so³¹	s o ³¹	988	i r t	s o ³¹
4806	Maru	to walk	478	su³⁵	s u ³⁵	988	i r t	s u ³⁵
#
9883	Maru	to wash	479	tʃhik⁵⁵	tʃh i k ⁵⁵	990	i r t	tʃh ik ⁵⁵
11325	Achang_Longchuan	to wash	479	phɔp⁵⁵	pʰ ɔ p ⁵⁵	989	i r t	pʰ ɔp ⁵⁵
#
9616	Achang_Longchuan	to watch (over somebody)	480	en³¹	/ʔ e n ³¹	991	i r t	ʔ en ³¹
10098	Maru	to watch (over somebody)	480	vu⁵⁵	v u ⁵⁵	992	i r t	v u ⁵⁵
#
10835	Achang_Longchuan	to weave (a basket)	481	ʐuaʔ⁵⁵	ʐ ua ʔ ⁵⁵	993	i r t	ʐ uaʔ ⁵⁵
10838	Maru	to weave (a basket)	481	ka̱t⁵⁵	ˀk a t ⁵⁵	994	i r t	ˀk at ⁵⁵
#
10760	Maru	to wink	482	tɔi³¹	t ɔi ³¹	995	i r t	t ɔi ³¹
#
5108	Achang_Longchuan	to wipe	484	sut⁵⁵	s u t ⁵⁵	996	i r t	s ut ⁵⁵
5117	Maru	to wipe	484	sa̱t⁵⁵	ˀs a t ⁵⁵	996	i r t	ˀs at ⁵⁵
#
10679	Achang_Longchuan	to yawn	485	a⁵⁵xam³¹xam³¹	/ʔ a ⁵⁵ + x a m ³¹ + x a m ³¹	997 998 999	i r t + i r t + i r t	ʔ a ⁵⁵ + x am ³¹ + x am ³¹
#
6528	Achang_Longchuan	today	486	xai⁵⁵ȵen³¹	x ai ⁵⁵ + ȵ e n ³¹	1000 1001	i r t + i r t	x ai ⁵⁵ + ȵ en ³¹
6589	Maru	today	486	a³¹na⁵⁵nɛʔ³¹	/ʔ a ³¹ + n a ⁵⁵ + n ɛ ʔ ³¹	1002 1003 1001	i r t + i r t + i r t	ʔ a ³¹ + n a ⁵⁵ + n ɛʔ ³¹
#
6290	Maru	tomorrow	487	nɛʔ³¹mɔ⁵⁵nɛʔ³¹	n ɛ ʔ ³¹ + m ɔ ⁵⁵ + n ɛ ʔ ³¹	1005 1006 1004	i r t + i r t + i r t	n ɛʔ ³¹ + m ɔ ⁵⁵ + n ɛʔ ³¹
6532	Achang_Longchuan	tomorrow	487	pʰă⁵⁵nap⁵⁵	p ă ⁵⁵ + n a p ⁵⁵	1003 1004	i r t + i r t	p ă ⁵⁵ + n ap ⁵⁵
#
10142	Achang_Longchuan	turn over (on bed) (v.)	488	phan³¹	pʰ a n ³¹	1007	i r t	pʰ an ³¹
